stem,group,split,class_id,class_name,source,image_src,label_src,image_sha256
onion_sample_r_004_v3,onion_sample_r_004,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_004_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v3.txt,1893e06c1b7feffca414206b6665f196c7647c6e9596e4914e08f2661b39cfd4
onion_sample_r_004_v4,onion_sample_r_004,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_004_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_004_v4.txt,d22e562fcafecdf014092ed5ac67ea409515831d4bd3ddc9451e097301fa7083
onion_sample_r_008_v1,onion_sample_r_008,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_008_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v1.txt,b71217f09b85ba0076a7f2ba0950c3605d0638d05504addd0cdb9ae5db5b37cb
onion_sample_r_008_v2,onion_sample_r_008,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_008_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v2.txt,7899102abe74a0d4544272d2058497cc17516857169d58cacc08708b84e9c396
onion_sample_r_008_v3,onion_sample_r_008,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_008_v3.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v3.txt,f0603fd1ecd881f186b250b2f18ff78c6bad889af82e6ffd4214e1f657e2332a
onion_sample_r_008_v4,onion_sample_r_008,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_008_v4.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_008_v4.txt,ed01da829241c1578706edd786d33782dd2e06360d0803b433a66038918af8d1
onion_sample_r_025_v1,onion_sample_r_025,val,2,ROTTEN,raw+pending,data/raw/damaged/onion_sample_r_025_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_025_v1.txt,549d84956da6266d94aac7cf9794c4e5f3dc4378c6ccbff077d25132edb687df
onion_sample_r_026_v1,onion_sample_r_026,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_026_v1.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_026_v1.txt,d16c5b71ca03df54e1f686cc7b1bf318f905be7e2354292940d33bf94a07c8f4
onion_sample_r_026_v2,onion_sample_r_026,val,2,ROTTEN,raw+pending,data/raw/rotten/onion_sample_r_026_v2.jpeg,data/processed/yolo/labels_pending/rotten/onion_sample_r_026_v2.txt,8cb235634f3a03b40c271b60c9ae379702584ca37aa8e14e0037a7c0ef157e89
onion_sample_s_010_v1,onion_sample_s_010,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_010_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_010_v1.txt,914e9641f736780a9f84adfb66235fe10824078f2341ab8bb8456c91a2907cb9
onion_sample_s_010_v2,onion_sample_s_010,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_010_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_010_v2.txt,618fce74abe0b7cbf98c9c974281fd1cf0c8fdd5a49c47fbecaa2b028a2b595a
onion_sample_s_010_v4,onion_sample_s_010,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_010_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_010_v4.txt,34307e28121c3a74249db0c0680c95b0be8b2533577d2a01c49e7fd3b1130783
onion_sample_s_012_v1,onion_sample_s_012,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_012_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v1.txt,bb036f016897793561266a808bdaf648f9811a3c87be3324723afa4d2caa1285
onion_sample_s_012_v2,onion_sample_s_012,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_012_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v2.txt,fde927c497235886d29361baed6dedd24931006278a3785dee0bca03f26d7207
onion_sample_s_012_v3,onion_sample_s_012,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_012_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v3.txt,059f79a24f44ef3832e5803897a5ddc752b7856b5e2c468a35e0475e66f13fe4
onion_sample_s_012_v4,onion_sample_s_012,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_012_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_012_v4.txt,5b7ef012f72e0c0aa5f873a66dfbe1390a0147782d3969ad234d777da8019d61
onion_sample_s_013_v1,onion_sample_s_013,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_013_v1.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v1.txt,a88d2cc7dc73a8129f3dab1f2cace86a1c28b94660ffac546779c4e1f31c2d30
onion_sample_s_013_v2,onion_sample_s_013,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_013_v2.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v2.txt,39568a5e85896b28b944239e3811f15e3ccca9793e5041314f0361f338f70702
onion_sample_s_013_v3,onion_sample_s_013,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_013_v3.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v3.txt,424026c98990a42f9dc30b0014236771e4f9e572088d03e82b6fee9c6bcaba3f
onion_sample_s_013_v4,onion_sample_s_013,val,3,SPROUTED,raw+pending,data/raw/sprouted/onion_sample_s_013_v4.jpeg,data/processed/yolo/labels_pending/sprouted/onion_sample_s_013_v4.txt,d1a7d56a68e8ea72f14746a5c2c86eef7fdadb64162a2a77e9026cf89989b19d
